ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;Piscina inflable Jilong modelo 10204 marin blue 6.654 lts;1;391000;;;;;;UTPIS10204;;;JILONG;6920388628204;;;44,50;26,50;52,00;15,33;;;3;;;;;;;;PILETA JILONG INFLABLE, 360 X 90 CM , 6.654 LTS.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTPIS10204-N.jpg;;;Marca:JILONG&Producto:PISCINAS PORTATILES&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Placa a induccion Tokyo + olla dot-in diseno redondo color rojo 2000w 220-240v50;1;266000;;;;;;COTIDOTIN;;;TOKYO;7841175009916;;;33,00;17,00;40,50;5,68;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTIDOTIN-N.jpg;;;Marca:TOKYO&Producto:ANAFES DE MESA / PLACAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Piscina inflable Jilong modelo 17540 marin blue 7.820 lts;1;482000;;;;;;UTPIS17540;;;JILONG;6920388628853;;;42,00;30,00;47,00;16,30;;;3;;;;;;;;PILETA JILONG INFLABLE, 420 X 84 CM , 8.652 LTS.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTPIS17540-N.jpg;;;Marca:JILONG&Producto:PISCINAS PORTATILES&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Placa a induccion Tokyo + olla-tok19cb touch con timer 2200w 220v 50hz;1;242000;;;;;;COTITOK19CB;;;TOKYO;7841175011636;;;31,50;16,50;39,00;5,07;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTITOK19CB-N.jpg;;;Marca:TOKYO&Producto:ANAFES DE MESA / PLACAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Placa infrarroja Tokyo della mod tok3105 2000w 220v/50hz;1;308000;;;;;;COTOK3105;;;TOKYO;7841175005147;;;36,50;11,50;37,50;8,90;;;3;;;;;;;;PLACA INFRARROJA DELLA;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK3105.JPG;;;Marca:TOKYO&Producto:LINEA BLANCA&Segmento:COCCION&Vendedor:Sara Comercial;;
;Placa de induccion Tokyo industrial 3500w sl-35-k1 c/ filtro 220v/50hz;1;572000;;;;;;GPITSL35K1;;;TOKYO INDUSTRIAL;7841175010318;;;53,50;47,00;21,00;13,20;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/O&http://181.40.23.235:8099/files/imagenes/productos/\APLIC\IMAGENES\manuales\explod_view\GPITSL35K1-N.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:PLACAS DE INDUCCION INDUSTRIAL DE MESA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Placa infrarroja Tokyo dot tok3115c 900w con olla 220v/50hz;1;178000;;;;;;COTOK3115C;;;TOKYO;7841175008834;;;24,30;19,80;26,50;12,00;;;3;;;;;;;;PLACA INFRARROJA DOT ;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK3115C.jpg;;;Marca:TOKYO&Producto:ANAFES DE MESA / PLACAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Placa infrarroja Tokyo mod tok3106 1hornalla 1200w-220v/50hz;1;167000;;;;;;COTOK3106;;;TOKYO;7841175005932;;;27,00;10,50;30,50;11,00;;;3;;;;;;;;PLACA INFRARROJA 1H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK3106.JPG;;;Marca:TOKYO&Producto:ANAFES DE MESA / PLACAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Placa infrarroja Tokyo mod tok3206 2hornallas 2100w 220v/50hz;1;283000;;;;;;COTOK3206;;;TOKYO;7841175005949;;;48,50;10,50;30,50;10,30;;;3;;;;;;;;PLACA INFRARROJA 2H;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK3206.JPG;;;Marca:TOKYO&Producto:ANAFES DE MESA / PLACAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Plancha a vapor Arno essential mod fv10 1200w;1;127000;;;;;;EDAPFV10;;;ARNO;3121040061152;;;29,00;15,50;13,00;1,46;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAPFV10.jpg;;;Marca:ARNO&Producto:PEQUE�OS ELECTRODOMESTICOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha a vapor Arno ultragliss auto-stop 64 mod fu64 1200w;1;407000;;;;;;EDAPFU64;;;ARNO;7895500724753;;;15,00;17,00;32,00;2,04;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAPFU64.jpg;;;Marca:ARNO&Producto:PEQUE�OS ELECTRODOMESTICOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Placa infrarroja Tokyo-tok3116 2000w con timer;1;249000;;;;;;COTOK3116;;;TOKYO;7841175008827;;;40,00;10,50;33,50;15,80;;;3;;;;;;;;PLACA CON TIMER;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/COTOK3116.jpg;;;Marca:TOKYO&Producto:ANAFES DE MESA / PLACAS&Segmento:COCCION&Vendedor:Sara Comercial;;
;Plancha a vapor Arno ultragliss fua1 1200w base airglide durilium;1;408000;;;;;;EDAPFUA1;;;ARNO;7895500725996;;;31,00;14,00;16,10;54,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAPFUA1.jpg;;;Marca:ARNO&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha a vapor supergliss fsx1 1200w base xglide;1;397000;;;;;;EDAPFSX1;;;ARNO;7895500725934;;;31,00;14,00;16,10;54,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAPFSX1.jpg;;;Marca:ARNO&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha a vapor Arno ultragliss fua3 1200w base airglide durilium;1;437000;;;;;;EDAPFUA3;;;ARNO;7895500726030;;;31,00;14,00;16,10;54,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAPFUA3.jpg;;;Marca:ARNO&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha a vapor Tokyo joy 2000w base ceramica;1;110000;;;;;;EDTPVTOK513;;;TOKYO;7841175013173;;;12,30;15,00;29,00;1,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTPVTOK513-N.jpg;;;Marca:TOKYO&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha churrasquera Progas mod pr-650g inox a gas;1;941000;;;;;;GCHP-PR650GI;;;PROGAS;7898466532301;;;50,00;20,00;63,00;24,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GCHP-PR650GI.jpg;;;Marca:PROGAS&Producto:PLANCHAS DE COCCION&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Plancha seca Arno dry modelo fs26 1000w;1;98000;;;;;;EDAPDRY;;;ARNO;3121040061183;;;28,00;12,00;14,70;1,23;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAPDRY.jpg;;;Marca:ARNO&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha seca c/spray Tokyo facilita tok507b;1;58000;;;;;;EDTPTOK507B;;;TOKYO;7841175010714;;;10,40;11,50;25,00;0,76;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTPTOK507B-N.jpg;;;Marca:TOKYO&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha Tokyo elegant vapor vertical 1.5l 1500w 220v;1;371000;;;;;;EDTPVVERTI;;;TOKYO;7841175008858;;;37,60;32,60;37,60;11,52;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTPVVERTI.jpg;;;Marca:TOKYO&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Plancha Tokyo mod toksolida;1;70000;;;;;;EDTPTOKSOLIDA;;;TOKYO;7841175001378;;;24,00;12,50;12,00;1,30;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTPTOKSOLIDA.JPG;;;Marca:TOKYO&Producto:PEQUE�OS ELECTRODOMESTICOS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Podador cerca viva Trapp ht-700 700w;1;594000;;;;;;EDPPHT700;;;TRAPP;7899812222679;;;22,00;95,00;14,50;355,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDPPHT700.jpg;;;Marca:TRAPP&Producto:ACCESORIOS JARDIN&Segmento:JARDIN&Vendedor:Sara Comercial;;
;Portaalimentos Tokyo industrial mod sb2-b90t de 8 a 10horas 86lts;1;2314000;;;;;;GPATSB2B90T;;;TOKYO INDUSTRIAL;6932398812450;;;46,00;68,00;65,00;50,83;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GPATSB2B90T.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:GONDOLAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Portaalimentos Tokyo industrial mod sb2-b90t de 8 a 10horas 86lts;1;2314000;;;;;;GPATSB2B90T;;;TOKYO INDUSTRIAL;6932398812450;;;46,00;68,00;65,00;50,83;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GPATSB2B90T.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:GONDOLAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Porta cubiertos en acero inox Tokyo industrial mod asb-2x2 4cavidades;1;290000;;;;;;GPCT-ASB2X2;;;TOKYO INDUSTRIAL;6932398812443;;;32,00;22,00;28,00;4,93;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GPCT-ASB2X2.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:ACCESORIOS DE GASTRONOMIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Procesadora de alimentos inox Skymsen mod pa-7 con 6 discos 1/2hp 220v/50hz;1;5876000;;;;;;GPAS-PA7;;;SKYMSEN;7895707641839;;;61,00;44,00;66,00;44,29;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GPAS-PA7.jpg;;;Marca:SKYMSEN&Producto:CORTADORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Procesador Moulinex fresh express 3 en 1 mod dj753500/dj753510 150 watts;1;351000;;;;;;EDXPFREXP;;;MOULINEX;3045380010802;;;16,00;23,00;22,00;2,02;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDXPFREXP.jpg;;;Marca:MOULINEX&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Procesadora de alimentos inox Skymsen mod paie con sist segu 1/2hp 220v/50hz;1;6656000;;;;;;GPAS-PAIE;;;SKYMSEN;7895707641846;;;65,00;32,00;51,00;26,52;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GPAS-PAIE.jpg;;;Marca:SKYMSEN&Producto:CORTADORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Pre enfriador Memo p/ 2 canillas mod adv2s 70l a 130l x hora 220v50hz 2250w inox;1;17625000;;;;;;GPEM-PACG;;;MEMO;7898923191522;;;40,00;37,00;43,50;32,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GPEM-PACG.jpg;;;Marca:MEMO&Producto:CHOPERAS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Radio portatil Philips mod ae1850/00;1;147000;;;;;;ELPHAE1850;;;PHILIPS;8712581398965;;;14,00;16,00;26,00;1,46;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/ELPHAE1850.jpg;;;Marca:PHILIPS&Producto:RADIO&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Processador Arno multichef 4 en 1 220v 600w do1608b2/mp60;1;593000;;;;;;EDAMPDO16;;;ARNO;7895500725620;;;20,10;33,10;40,70;6,77;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAMPDO16.jpg;;;Marca:ARNO&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Purificador Eslabon de lujo mod eap80bw-80cm blanco;1;613000;;;;;;EDEPEAP80BW;;;ESLABON DE LUJO;7797750009157;;;54,00;21,00;85,00;24,10;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDEPEAP80BW.jpg;;;Marca:ESLABON DE LUJO&Producto:PURIFICADORES DE COCINA&Segmento:VENTILACION&Vendedor:Sara Comercial;;
;Rallador Metvisa tipo rda 220v-50hz 1/3cv;1;2607000;;;;;;GRM-RDA;;;METVISA;7899511904135;;;60,00;62,00;25,00;23,50;;;3;;;;;;;;UTILIZACIóN, DESMENUZAR, RALLAR COCO, QUESO Y PRODUCTOS DIVERSOS. ALTURA (MM), 405 FRENTE (MM), 230 HONDO (MM), 510 PESO (KG), 21,000 VOLTAJE (V), 110/220 PRODUCCIóN (KG/H), 60 MOTOR (CV), 1/3 DISCO (PC), 3;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GRM-RDA.jpg;;;Marca:METVISA&Producto:CORTADORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Radio portatil Philips ae1530 am/fm;1;86000;;;;;;ELPHAE1530;;;PHILIPS;8712581398941;;;8,30;15,70;3,70;0,12;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/ELPHAE1530-N.jpg;;;Marca:PHILIPS&Producto:RADIO&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Rallador multi uso blanco Malta mod 5482;1;1085000;;;;;;GRMBM-5482;;;MALTA;7896201754827;;;33,00;23,00;36,00;865,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GRMBM-5482.jpg;;;Marca:MALTA&Producto:CORTADORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Robot de cocina Arno rk7051b2/fc22 5lts 750w 12 programas;1;491000;;;;;;EDAOFC22;;;ARNO;3045386370276;;;27,00;31,60;40,80;8,70;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDAOFC22-N.jpg;;;Marca:ARNO&Producto:OLLAS ELECTRICAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Rallador multi uso rojo Malta mod 5484;1;1085000;;;;;;GRMRM-5484;;;MALTA;7896201754841;;;33,00;23,00;36,00;86,50;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GRMRM-5484.jpg;;;Marca:MALTA&Producto:CORTADORAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Salchichera tokyo ind 7rodillos-220w lr-hd-7;1;1012000;;;;;;GR-LRHD07;;;TOKYO INDUSTRIAL;6932398812481;;;43,00;27,00;51,00;14,80;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GR-LRHD07.jpg;;;Marca:TOKYO INDUSTRIAL&Producto:SALCHICHERAS COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Sandwichera Arno croc time 2 panes 700w;1;294000;;;;;;EDASM19;;;ARNO;3045386373703;;;15,50;28,00;27,50;2,98;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDASM19.jpg;;;Marca:ARNO&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Sandwicheras Arno compact black 700w 2panes;1;141000;;;;;;EDASACB;;;ARNO;3016661147869;;;22,60;10,30;21,40;1,30;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDASACB-N.jpg;;;Marca:ARNO&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Sandwichera Tokyo maxcrisp 2 placas cuadradas 220v/50hz;1;79000;;;;;;EDTSMCRISP;;;TOKYO;7841175012251;;;9,70;24,30;23,20;1,37;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDTSMCRISP-N.jpg;;;Marca:TOKYO&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Sanitizador para chopperas Memo de dos bocas 6.5m3 x hora 220v 50hz;1;4224000;;;;;;GSCPM-SNT2B;;;MEMO;7898923191539;;;46,00;40,00;40,00;18,40;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GSCPM-SNT2B.jpg;;;Marca:MEMO&Producto:SANITIZADORES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;
;Sarten Imusa 20cm tv talent master mod 0374600;1;84000;;;;;;UTIS0374600;;;IMUSA;7702073037466;;;21,00;34,30;12,20;2,20;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0374600-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa 24cm talent mod 0381400;1;70000;;;;;;UTIS0381400;;;IMUSA;7702073038142;;;30,50;15,70;20,90;78,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0381400-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 18cm talent mod 0380400;1;39000;;;;;;UTIS0380400;;;IMUSA;7702073038043;;;18,20;32,80;10,00;1,49;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0380400-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 18cm tv talent mod 0380500;1;57000;;;;;;UTIS0380500;;;IMUSA;7702073038050;;;18,50;32,00;9,00;1,33;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0380500-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 20cm talent master mod 0374100;1;64000;;;;;;UTIS0374100;;;IMUSA;7702073037411;;;20,40;34,50;10,50;1,85;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0374100-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 20cm tv i+r mod 0127100;1;108000;;;;;;UTIS0127100;;;IMUSA;7702073012715;;;21,00;41,00;11,40;2,45;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0127100-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 24cm talent master mod 0374200;1;79000;;;;;;UTIS0374200;;;IMUSA;7702073037428;;;24,50;41,00;12,60;3,16;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0374200-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 24cm talent master mod 0375200;1;92000;;;;;;UTIO0375200;;;IMUSA;7702073037527;;;24,60;41,70;13,30;3,41;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIO0375200-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 24cm talent mod 0380800;1;57000;;;;;;UTIS0380800;;;IMUSA;7702073038081;;;24,50;38,50;10,00;2,36;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0380800-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 24cm tv i+r mod 0127300;1;128000;;;;;;UTIS0127300;;;IMUSA;7702073012739;;;25,50;45,00;12,00;3,44;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0127300-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 30cm tv talent master mod 0374900;1;144000;;;;;;UTIS0374900;;;IMUSA;7702073037497;;;31,00;48,80;13,00;4,92;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0374900-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 30cm talent master mod 0374400;1;132000;;;;;;UTIS0374400;;;IMUSA;7702073037442;;;21,00;48,20;13,20;3,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0374400-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa ad 30cm tv i+r mod-0127400;1;162000;;;;;;UTIS0127400;;;IMUSA;7702073012746;;;32,50;56,00;11,70;5,32;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0127400-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa at 26cm tv talent mod 0381100;1;99000;;;;;;UTIS0381100;;;IMUSA;7702073038111;;;27,00;9,00;44,00;11,60;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0381100-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Sarten Imusa at 30cm talent mod 0381200;1;91000;;;;;;UTIS0381200;;;IMUSA;7702073038128;;;31,00;13,00;47,50;680,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/UTIS0381200-N.jpg;;;Marca:IMUSA&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;;
;Secador de pelo Remington d5216 shine therapy 3 temp 2 veloc 2300w;1;250000;;;;;;EDRSD5216;;;REMINGTON;074590544985;;;28,00;11,50;24,00;1,93;;;3;;;;;;;;R219, SECADOR D5216, 2300W., 3 TEMPERATURAS., 2 VELOCIDADES., RáFAGA DE AIRE FRIO PARA FIJAR EL PEINADO., REJILLA CUBIERTA EN  AGUACATE Y MACADAMIA PARA UN PEINADO MAS SEDOSO., GENERADOR DE IONES, 90% MáS DE IONES PARA UN BRILLO LIBRE DE FRIZZ., MOTOR PODEROSO DC.;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRSD5216-N.jpg;;;Marca:REMINGTON&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Remington ac6120 pro air light 3temp 2 veloc motor profes 2200w;1;343000;;;;;;EDRSAC6120;;;REMINGTON;74590547092;;;30,00;11,00;22,20;1,83;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRSAC6120-N.jpg;;;Marca:REMINGTON&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Remington mod ac9096 1875w 220v;1;410000;;;;;;EDRSAC9096;;;REMINGTON;074590530735;;;14,00;24,00;30,00;2,52;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRSAC9096.jpg;;;Marca:REMINGTON&Producto:CUIDADO PERSONAL&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo de viaje Remington mod d1500 2000w bivoltaje;1;122000;;;;;;EDRSD1500;;;REMINGTON;074590543698;;;23,00;33,00;14,50;2,75;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRSD1500.jpg;;;Marca:REMINGTON&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
;Secador de pelo Rowenta signature pro beauty 2velocidades 2200w cv78;1;138000;;;;;;EDRWSCV78;;;ROWENTA;1830006179;;;30,50;10,00;21,50;1,64;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRWSCV78-N.jpg;;;Marca:ROWENTA&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;
